street;street_type;lat;lon;named_after_person;annotation
Центральная внутридворовая;проезд;54.4299642;83.3418368;False;Центральная внутридворовая — обычный городской топоним.
улица Геологов;улица;54.4429613;83.4659784;False;улица Геологов — обычный городской топоним.
улица Агрогородок;жилая улица;54.5650929;82.2483062;False;улица Агрогородок — обычный городской топоним.
улица Чекина;жилая улица;54.5716508;82.2402258;False;улица Чекина — обычный городской топоним.
Малопоселковая улица;жилая улица;55.0066978;82.1810712;False;Малопоселковая улица — обычный городской топоним.
Комаровская улица;жилая улица;54.4242365;82.8133536;False;Комаровская улица — обычный городской топоним.
Пролетарская;жилая улица;55.582537;82.95006;False;Пролетарская — обычный городской топоним.
3-я линия Полевого жилмассива улица;жилая улица;55.001971;82.2062546;False;3-я линия Полевого жилмассива улица — обычный городской топоним.
4-я линия Полевого жилмассива улица;жилая улица;55.002184;82.2085445;False;4-я линия Полевого жилмассива улица — обычный городской топоним.
улица Стаканова;жилая улица;55.0030642;82.2141932;False;улица Стаканова — обычный городской топоним.
1-я линия Полевого жилмассива улица;жилая улица;55.0010752;82.200222;False;1-я линия Полевого жилмассива улица — обычный городской топоним.
2-я линия Полевого жилмассива улица;жилая улица;55.0016567;82.2032859;False;2-я линия Полевого жилмассива улица — обычный городской топоним.
5-я линия Полевого жилмассива улица;жилая улица;55.0023408;82.210779;False;5-я линия Полевого жилмассива улица — обычный городской топоним.
6-я линия Полевого жилмассива улица;жилая улица;55.0026216;82.2123531;False;6-я линия Полевого жилмассива улица — обычный городской топоним.
улица Аргунова;жилая улица;55.0299436;82.1940503;False;улица Аргунова — обычный городской топоним.
2-й Школьный переулок;улица;55.0185748;82.2134183;False;2-й Школьный переулок — обычный городской топоним.
улица Щербакова;жилая улица;55.0160182;82.2225948;False;улица Щербакова — обычный городской топоним.
2-й Кузнецкий переулок;жилая улица;55.0125343;82.2156964;False;2-й Кузнецкий переулок — обычный городской топоним.
Малая Кузнецкая улица;жилая улица;55.021933;82.2015563;False;Малая Кузнецкая улица — обычный городской топоним.
Саратовский переулок;улица;55.0197379;82.2039734;False;Саратовский переулок — обычный городской топоним.
Учительская;жилая улица;55.5931728;83.0269876;False;Учительская — обычный городской топоним.
Центральная площадь;площадь;55.021472;82.2076743;False;Центральная площадь — обычный городской топоним.
Кирпичная улица;жилая улица;55.3173141;83.592156;False;Кирпичная улица — обычный городской топоним.
На п. Красный октябрь ==>;грунтовая дорога;55.147936;83.5817388;False;На п. Красный октябрь ==> — обычный городской топоним.
Мошково — Кайлы;ул. районного значения;55.2801396;83.7308711;False;Мошково — Кайлы — обычный городской топоним.
Мошково — Сарапулка;ул. районного значения;55.228568;83.6639801;False;Мошково — Сарапулка — обычный городской топоним.
улица Советская;жилая улица;55.5991089;83.2680756;False;улица Советская — обычный городской топоним.
улица Заречная;жилая улица;55.6039557;83.276195;False;улица Заречная — обычный городской топоним.
переулок Чеховский;жилая улица;55.5129274;82.9174333;False;переулок Чеховский — обычный городской топоним.
Кандыковская улица;жилая улица;55.5399543;82.9399575;False;Кандыковская улица — обычный городской топоним.
улица Черёмушки;жилая улица;55.5191442;82.9183685;False;улица Черёмушки — обычный городской топоним.
К живописной стоянке на высоком берегу;грунтовая дорога;54.4417654;82.3994993;False;К живописной стоянке на высоком берегу — обычный городской топоним.
улица Восточная;жилая улица;55.0165998;82.2730075;False;улица Восточная — обычный городской топоним.
'Телефонка';грунтовая дорога;54.4393261;82.2917921;False;'Телефонка' — обычный городской топоним.
Кедровая;жилая улица;55.5119004;83.1337085;False;Кедровая — обычный городской топоним.
переулок Речной;жилая улица;55.5131128;83.133996;False;переулок Речной — обычный городской топоним.
Гороховская;жилая улица;55.5099168;83.1330702;False;Гороховская — обычный городской топоним.
Новопоселковая улица;жилая улица;55.0063046;82.1842009;False;Новопоселковая улица — обычный городской топоним.
улица Южная;жилая улица;55.0078749;82.213388;False;улица Южная — обычный городской топоним.
улица Кандикова;ул. общегородского значения;54.5771986;82.2249465;False;улица Кандикова — обычный городской топоним.
старая дорога Китерня Дубинский;грунтовая дорога;54.8509594;83.612094;False;старая дорога Китерня Дубинский — обычный городской топоним.
Старая дорога на Дубинский и Михайловку;грунтовая дорога;54.856041;83.6609615;False;Старая дорога на Дубинский и Михайловку — обычный городской топоним.
68-й км улица;улица;55.1211151;83.6183581;False;68-й км улица — обычный городской топоним.
Заорская улица;жилая улица;55.1306216;83.5725067;False;Заорская улица — обычный городской топоним.
переход в пойму реки;тропинка;54.4826031;82.7454875;False;переход в пойму реки — обычный городской топоним.
переход через поле;тропинка;54.4774335;82.7512844;False;переход через поле — обычный городской топоним.
старая насыпь;грунтовая дорога;54.4704743;82.9386695;False;старая насыпь — обычный городской топоним.
заросшая тропа по кромке поля;грунтовая дорога;54.4603247;82.9407969;False;заросшая тропа по кромке поля — обычный городской топоним.
переход через русло ручья;грунтовая дорога;54.4629818;82.9461985;False;переход через русло ручья — обычный городской топоним.
обход границ карьера;грунтовая дорога;54.5630572;83.6207366;False;обход границ карьера — обычный городской топоним.
сезонный проезд по полю;грунтовая дорога;54.4759662;82.8132792;False;сезонный проезд по полю — обычный городской топоним.
накат на пахотном поле;грунтовая дорога;54.4537502;82.9320955;False;накат на пахотном поле — обычный городской топоним.
Бремсберговая улица;жилая улица;54.4446408;83.4839771;False;Бремсберговая улица — обычный городской топоним.
Шипунихинская улица;жилая улица;54.4356737;83.4862857;False;Шипунихинская улица — обычный городской топоним.
Шадринский переулок;жилая улица;54.4471027;83.4699646;False;Шадринский переулок — обычный городской топоним.
Средняя улица;жилая улица;54.4345626;83.4933847;False;Средняя улица — обычный городской топоним.
Чистяковская улица;жилая улица;54.4381002;83.4928918;False;Чистяковская улица — обычный городской топоним.
Ключевская улица;жилая улица;54.4375875;83.4912064;False;Ключевская улица — обычный городской топоним.
Стахановская улица;жилая улица;54.4426198;83.49616;False;Стахановская улица — обычный городской топоним.
Крутой переулок;жилая улица;54.4457886;83.4973406;False;Крутой переулок — обычный городской топоним.
старая колея;грунтовая дорога;54.4679908;82.7542205;False;старая колея — обычный городской топоним.
3-й переулок Связистов;жилая улица;55.0298007;82.2265881;False;3-й переулок Связистов — обычный городской топоним.
4-й переулок Связистов;жилая улица;55.0304343;82.2279148;False;4-й переулок Связистов — обычный городской топоним.
2-й переулок Связистов;жилая улица;55.0291834;82.2252176;False;2-й переулок Связистов — обычный городской топоним.
1-й переулок Связистов;жилая улица;55.0284712;82.2247895;False;1-й переулок Связистов — обычный городской топоним.
Ситовская улица;жилая улица;54.3994341;83.5475194;False;Ситовская улица — обычный городской топоним.
улица Шатохина;жилая улица;54.4047657;83.5554423;False;улица Шатохина — обычный городской топоним.
обход бурелома;тропинка;54.853957;83.6720957;False;обход бурелома — обычный городской топоним.
Старая дорога Аплаксино Китерня;грунтовая дорога;54.8712965;83.7102132;False;Старая дорога Аплаксино Китерня — обычный городской топоним.
заросший путь;грунтовая дорога;54.3524173;82.688013;False;заросший путь — обычный городской топоним.
Заречная 1 участок;жилая улица;55.5833722;82.9375817;False;Заречная 1 участок — обычный городской топоним.
9-я линия Полевого жилмассива улица;жилая улица;55.0029153;82.2176944;False;9-я линия Полевого жилмассива улица — обычный городской топоним.
10-я линия Полевого жилмассива улица;жилая улица;55.0026266;82.2189733;False;10-я линия Полевого жилмассива улица — обычный городской топоним.
11-я линия Полевого жилмассива улица;жилая улица;55.0025328;82.2204955;False;11-я линия Полевого жилмассива улица — обычный городской топоним.
8-я линия Полевого жилмассива улица;жилая улица;55.003678;82.2155124;False;8-я линия Полевого жилмассива улица — обычный городской топоним.
улица Масляева;жилая улица;55.0135023;82.2289216;False;улица Масляева — обычный городской топоним.
улица Боровая;проезд;55.5982632;83.2801846;False;улица Боровая — обычный городской топоним.
Заречная 2 участок;жилая улица;55.5809747;82.9470725;False;Заречная 2 участок — обычный городской топоним.
12-я линия Полевого жилмассива улица;жилая улица;55.0025219;82.2220526;False;12-я линия Полевого жилмассива улица — обычный городской топоним.
Шагаловская улица;жилая улица;54.910197;82.2227851;False;Шагаловская улица — обычный городской топоним.
Грязевой перевал;улица;55.0047237;82.2480619;False;Грязевой перевал — обычный городской топоним.
Тропа к Умревинскому острогу;тропинка;55.5745982;83.5953978;False;Тропа к Умревинскому острогу — обычный городской топоним.
Заросшая, тупиковая;тропинка;55.0477425;83.6694497;False;Заросшая, тупиковая — обычный городской топоним.
Въезд в д. Малая Черемшанка;жилая улица;55.601875;83.0176954;False;Въезд в д. Малая Черемшанка — обычный городской топоним.
переулок Косой;улица;54.444772;83.498475;False;переулок Косой — обычный городской топоним.
Перулок Узкий;улица;54.444276;83.4738978;False;Перулок Узкий — обычный городской топоним.
улица Граничная;улица;54.4384917;83.4843864;False;улица Граничная — обычный городской топоним.
Тополевый_1;улица;54.4580371;82.1518868;False;Тополевый_1 — обычный городской топоним.
улица Ванеева;жилая улица;55.5080691;83.4452121;False;улица Ванеева — обычный городской топоним.
Проезд ул.Зеленая до кладбища;улица;55.5335617;83.5289349;False;Проезд ул.Зеленая до кладбища — обычный городской топоним.
Проезд ул. Западная до кладбища;улица;55.5488701;83.6226492;False;Проезд ул. Западная до кладбища — обычный городской топоним.
Дальний переулок;жилая улица;55.5437324;83.6291465;False;Дальний переулок — обычный городской топоним.
Проезд ул.Западная до кладбища;улица;55.5504764;83.6245926;False;Проезд ул.Западная до кладбища — обычный городской топоним.
Прощальная улица;проезд;54.8781827;82.1581329;False;Прощальная улица — обычный городской топоним.
Чилино — Батурино;ул. районного значения;55.7264965;83.5459481;False;Чилино — Батурино — обычный городской топоним.
Карпысак - Буготак;ул. районного значения;55.1207703;83.7930754;False;Карпысак - Буготак — обычный городской топоним.
Дорожный переулок;жилая улица;55.0472522;83.7165038;False;Дорожный переулок — обычный городской топоним.
Чиковская улица;ул. районного значения;54.5633743;82.110664;False;Чиковская улица — обычный городской топоним.
улица Спирякова;жилая улица;54.2315933;83.3660743;False;улица Спирякова — обычный городской топоним.
Встречный переулок;проезд;54.4094671;82.0611033;False;Встречный переулок — обычный городской топоним.
улица Цыцаркина;ул. общегородского значения;54.2245587;83.3877229;False;улица Цыцаркина — обычный городской топоним.
Молочный переулок;жилая улица;54.4106499;82.0457674;False;Молочный переулок — обычный городской топоним.
Большой переулок;жилая улица;54.4119202;82.0514291;False;Большой переулок — обычный городской топоним.
улица Бубенчикова;жилая улица;54.2302938;83.3626891;False;улица Бубенчикова — обычный городской топоним.
улица Розы Люксембург;жилая улица;54.2286971;83.3639841;False;улица Розы Люксембург — обычный городской топоним.
Западный переулок;жилая улица;54.2258139;83.3570274;False;Западный переулок — обычный городской топоним.
Ермаковский переулок;жилая зона;54.2358348;83.3714669;False;Ермаковский переулок — обычный городской топоним.
Новосибирский переулок;жилая зона;54.2371322;83.3733748;False;Новосибирский переулок — обычный городской топоним.
Интернациональная улица;ул. районного значения;54.2298706;83.3739768;False;Интернациональная улица — обычный городской топоним.
улица Станционная;жилая улица;55.0471084;81.9344217;False;улица Станционная — обычный городской топоним.
улица Переездная;жилая улица;55.0409916;81.9438077;False;улица Переездная — обычный городской топоним.
переулок Петровича;улица;54.4198313;82.031167;False;переулок Петровича — обычный городской топоним.
Культурная улица;жилая улица;54.943687;82.0799334;False;Культурная улица — обычный городской топоним.
улица Матвеева;жилая улица;54.2159235;83.3601403;False;улица Матвеева — обычный городской топоним.
Вольный переулок;жилая улица;54.2265067;83.3534411;False;Вольный переулок — обычный городской топоним.
переулок Цветковского;жилая улица;54.2362547;83.3610795;False;переулок Цветковского — обычный городской топоним.
Комиссаровская улица;жилая улица;54.2262136;83.3689502;False;Комиссаровская улица — обычный городской топоним.
улица Д. Бедного;жилая улица;54.2360291;83.3727978;False;улица Д. Бедного — обычный городской топоним.
улица Баринова;жилая улица;54.214781;83.3655022;False;улица Баринова — обычный городской топоним.
Черепаново — Маслянино;ул. общегородского значения;54.2412577;83.4289715;False;Черепаново — Маслянино — обычный городской топоним.
улица Переезд;проезд;54.2211767;83.375164;False;улица Переезд — обычный городской топоним.
улица Сазонова;жилая улица;54.6919986;82.1112066;False;улица Сазонова — обычный городской топоним.
улица Байдуги;жилая улица;54.3728419;81.9046668;False;улица Байдуги — обычный городской топоним.
Деповской переулок;жилая улица;54.2329449;83.3823445;False;Деповской переулок — обычный городской топоним.
улица Одарича;жилая улица;54.2185924;83.369586;False;улица Одарича — обычный городской топоним.
Августовская улица;жилая зона;54.3739046;81.9419074;False;Августовская улица — обычный городской топоним.
улица Мамонтова;жилая улица;54.2309729;83.3859214;False;улица Мамонтова — обычный городской топоним.
микрорайон ЧЗСМ;жилая улица;54.2195992;83.3964455;False;микрорайон ЧЗСМ — обычный городской топоним.
Искровский переулок;жилая улица;54.2082975;83.3849892;False;Искровский переулок — обычный городской топоним.
Степной переулок;жилая улица;54.2158258;83.3829773;False;Степной переулок — обычный городской топоним.
Поперечная улица;жилая улица;55.1442442;83.8022677;False;Поперечная улица — обычный городской топоним.
Привокзальная улица;жилая улица;55.1454003;83.7666932;False;Привокзальная улица — обычный городской топоним.
Залинейная улица;жилая улица;54.2963507;83.3248986;False;Залинейная улица — обычный городской топоним.
Новоалександровская улица;жилая улица;55.385356;83.7686202;False;Новоалександровская улица — обычный городской топоним.
Тополевая улица;жилая улица;55.1436015;83.7556305;False;Тополевая улица — обычный городской топоним.
Почтовый переулок;ул. районного значения;55.3344546;83.759991;False;Почтовый переулок — обычный городской топоним.
Льнозаводской пешеходный мост;пешеходная дорожка;55.1512338;83.8007844;False;Льнозаводской пешеходный мост — обычный городской топоним.
в Светлую Поляну;ул. районного значения;55.5619431;84.0090861;False;в Светлую Поляну — обычный городской топоним.
Сионская улица;жилая улица;55.0282026;83.7820738;False;Сионская улица — обычный городской топоним.
Новомихайловка — Студенкино;ул. районного значения;55.1899411;81.8914588;False;Новомихайловка — Студенкино — обычный городской топоним.
Пристанская улица;улица;54.3639747;81.9253372;False;Пристанская улица — обычный городской топоним.
Флегоновская улица;жилая улица;54.3615128;81.9311156;False;Флегоновская улица — обычный городской топоним.
1-й Флегоновский переулок;жилая улица;54.3607451;81.9282201;False;1-й Флегоновский переулок — обычный городской топоним.
2-й Флегоновский переулок;жилая улица;54.3615007;81.9268479;False;2-й Флегоновский переулок — обычный городской топоним.
улица Юных Ленинцев;проезд;54.3665553;81.8920614;False;улица Юных Ленинцев — обычный городской топоним.
улица Шаболдина;проезд;54.36183;81.8931824;False;улица Шаболдина — обычный городской топоним.
улица Малинина;проезд;54.3632098;81.8907846;False;улица Малинина — обычный городской топоним.
Бульварный переулок;улица;54.368707;81.899434;False;Бульварный переулок — обычный городской топоним.
Парковый переулок;жилая улица;54.3712171;81.9003191;False;Парковый переулок — обычный городской топоним.
Комольский переулок;жилая зона;54.3712402;81.9050073;False;Комольский переулок — обычный городской топоним.
Водостроевская улица;жилая улица;54.3510341;81.8654591;False;Водостроевская улица — обычный городской топоним.
улица Сельская;жилая улица;55.0474787;81.9453879;False;улица Сельская — обычный городской топоним.
Переездный переулок;жилая улица;55.0462018;81.9476193;False;Переездный переулок — обычный городской топоним.
Строительный переулок;жилая улица;54.3539974;81.8581832;False;Строительный переулок — обычный городской топоним.
Нижнекаменка-Ордынское;грунтовая дорога;54.3416744;81.9374336;False;Нижнекаменка-Ордынское — обычный городской топоним.
Восточно-Базарная улица;жилая улица;55.4684656;83.8146587;False;Восточно-Базарная улица — обычный городской топоним.
улица 30 лет ВЛКСМ;жилая улица;55.4653728;83.8129748;False;улица 30 лет ВЛКСМ — обычный городской топоним.
Северно-Базарная улица;жилая улица;55.4705754;83.8180301;False;Северно-Базарная улица — обычный городской топоним.
2-я Новая улица;жилая улица;55.454615;83.8164139;False;2-я Новая улица — обычный городской топоним.
улица Революционеров;жилая улица;55.6793332;83.1917262;False;улица Революционеров — обычный городской топоним.
улица Соловьева;жилая улица;55.6763179;83.2005722;False;улица Соловьева — обычный городской топоним.
переулок Южный;жилая улица;55.6666836;83.1925547;False;переулок Южный — обычный городской топоним.
улица Северная;жилая улица;55.6830222;83.1974455;False;улица Северная — обычный городской топоним.
улица Тихонова;жилая улица;54.294433;83.3128806;False;улица Тихонова — обычный городской топоним.
Пятилетская улица;жилая улица;54.2392646;83.328976;False;Пятилетская улица — обычный городской топоним.
улица Льнозавод;жилая улица;54.6433842;83.7820859;False;улица Льнозавод — обычный городской топоним.
Укропская улица;жилая улица;54.8526727;83.9532095;False;Укропская улица — обычный городской топоним.
Ордынское-Луковка;ул. районного значения;54.3785761;81.8083759;False;Ордынское-Луковка — обычный городской топоним.
дорога на кладбище;проезд;54.3808035;81.8592689;False;дорога на кладбище — обычный городской топоним.
Воронцовский переулок;жилая улица;54.3737809;81.9264278;False;Воронцовский переулок — обычный городской топоним.
улица Шилова;жилая улица;54.5393189;81.8925267;False;улица Шилова — обычный городской топоним.
Зелёнолуговая улица;жилая улица;54.7759932;83.8665314;False;Зелёнолуговая улица — обычный городской топоним.
Болотное — Кругликово;ул. районного значения;55.8261639;83.9214441;False;Болотное — Кругликово — обычный городской топоним.
Переулок;жилая улица;55.6403768;83.8873777;False;Переулок — обычный городской топоним.
Прямское-Барсуково;грунтовая дорога;54.3619891;83.8888851;False;Прямское-Барсуково — обычный городской топоним.
улица Народная;жилая улица;54.3033332;82.7369969;False;улица Народная — обычный городской топоним.
1-й Береговой переулок;жилая улица;54.3723575;81.9064819;False;1-й Береговой переулок — обычный городской топоним.
улица Семилетка;жилая улица;55.4733423;83.8762574;False;улица Семилетка — обычный городской топоним.
улица Специалистов;жилая улица;55.4674464;83.8736972;False;улица Специалистов — обычный городской топоним.
Легостаево;грунтовая дорога;54.4803282;83.7956957;False;Легостаево — обычный городской топоним.
улица Ильиных;жилая улица;54.3176442;81.9036465;False;улица Ильиных — обычный городской топоним.
Участок Сибирского тракта Овчинниково-Крутологово;грунтовая дорога;55.2986892;82.055042;False;Участок Сибирского тракта Овчинниково-Крутологово — обычный городской топоним.
улица Князева;жилая улица;54.8525538;83.9469079;False;улица Князева — обычный городской топоним.
Ивановская улица;жилая улица;55.623837;83.914392;False;Ивановская улица — обычный городской топоним.
Красковская;жилая улица;54.4408734;83.9781038;False;Красковская — обычный городской топоним.
Партизанская;жилая улица;54.437444;83.9766058;False;Партизанская — обычный городской топоним.
дорога через поле;грунтовая дорога;54.4598005;83.7511583;False;дорога через поле — обычный городской топоним.
переулок Георгия Черныха;жилая улица;54.2119298;83.3773711;False;переулок Георгия Черныха — обычный городской топоним.
Заозерный переулок;жилая улица;55.6787152;83.1942265;False;Заозерный переулок — обычный городской топоним.
Коммунальный переулок;проезд;55.5164598;83.8715247;False;Коммунальный переулок — обычный городской топоним.
улица Крестьянский двор;проезд;55.5159794;83.868472;False;улица Крестьянский двор — обычный городской топоним.
переулок Пожарный;жилая улица;54.4109178;82.0260344;False;переулок Пожарный — обычный городской топоним.
Тайговская улица;жилая улица;54.6364994;83.9727873;False;Тайговская улица — обычный городской топоним.
Огоньковая улица;жилая улица;55.1414144;83.7172323;False;Огоньковая улица — обычный городской топоним.
Речной проспект;жилая улица;55.1415123;83.718255;False;Речной проспект — обычный городской топоним.
Актёрская улица;жилая улица;55.1489101;83.7442233;False;Актёрская улица — обычный городской топоним.
Мельниково — Кожевниково — Изовка;главная улица;55.8071;83.5249269;False;Мельниково — Кожевниково — Изовка — обычный городской топоним.
1-й Боровой переулок;жилая улица;54.3626124;81.9166079;False;1-й Боровой переулок — обычный городской топоним.
2-й Боровской переулок;жилая улица;54.3634129;81.9188699;False;2-й Боровской переулок — обычный городской топоним.
Приморский переулок;жилая зона;54.3693608;81.9470558;False;Приморский переулок — обычный городской топоним.
улица Светлая Поляна;жилая улица;54.2678331;83.8386746;False;улица Светлая Поляна — обычный городской топоним.
Талицкая;проезд;54.4410173;83.968727;False;Талицкая — обычный городской топоним.
Милицейская улица;жилая улица;54.6379304;83.8207928;False;Милицейская улица — обычный городской топоним.
улица Анцупова;жилая улица;54.6428423;81.9328031;False;улица Анцупова — обычный городской топоним.
улица Стрижака;жилая улица;54.6444788;81.936183;False;улица Стрижака — обычный городской топоним.
улица Молокова;жилая улица;54.6444979;81.9295749;False;улица Молокова — обычный городской топоним.
улица Зырянка;жилая улица;54.7704434;83.8617451;False;улица Зырянка — обычный городской топоним.
Торговая;жилая улица;54.3048555;82.9090251;False;Торговая — обычный городской топоним.
Совхозная;жилая улица;54.2903675;82.8999196;False;Совхозная — обычный городской топоним.
Зарипова;жилая улица;55.6670185;83.4726785;False;Зарипова — обычный городской топоним.
Хуснутдинова;жилая улица;55.6680097;83.4792272;False;Хуснутдинова — обычный городской топоним.
Ояшинская улица;жилая улица;55.7123559;83.706595;False;Ояшинская улица — обычный городской топоним.
сезонная дорога по полю;грунтовая дорога;54.1785652;82.8870642;False;сезонная дорога по полю — обычный городской топоним.
Мальчиха — Лаптевка;ул. районного значения;55.8129033;82.393607;False;Мальчиха — Лаптевка — обычный городской топоним.
Боча. Там всё занято!;грунтовая дорога;54.3900284;82.0316458;False;Боча. Там всё занято! — обычный городской топоним.
улица Нефтебаза;ул. районного значения;54.2939018;83.3318564;False;улица Нефтебаза — обычный городской топоним.
Станционно-Ояшинский — Кайлы;ул. районного значения;55.4161724;83.9576574;False;Станционно-Ояшинский — Кайлы — обычный городской топоним.
старая разрушенная насыпь;грунтовая дорога;54.3135725;83.0181874;False;старая разрушенная насыпь — обычный городской топоним.
Кустарный переулок;улица;55.8307336;83.5312499;False;Кустарный переулок — обычный городской топоним.
Дружный переулок;жилая улица;54.3715525;81.8710037;False;Дружный переулок — обычный городской топоним.
улица Медведева;жилая улица;54.3646113;81.8564577;False;улица Медведева — обычный городской топоним.
улица Кузбасс;жилая улица;54.3716957;81.9402464;False;улица Кузбасс — обычный городской топоним.
Августовский переулок;жилая улица;54.3703483;81.9393459;False;Августовский переулок — обычный городской топоним.
уица Советская;жилая улица;55.675866;83.3905839;False;уица Советская — обычный городской топоним.
грунтовый выезд;грунтовая дорога;54.6068065;82.0418942;False;грунтовый выезд — обычный городской топоним.
лето 2011;грунтовая дорога;54.2692509;82.2114;False;лето 2011 — обычный городской топоним.
Медведское;грунтовая дорога;54.4774005;83.7961045;False;Медведское — обычный городской топоним.
Кинтереп;грунтовая дорога;54.4790948;83.7996924;False;Кинтереп — обычный городской топоним.
Гусельниково;грунтовая дорога;54.4776342;83.7903253;False;Гусельниково — обычный городской топоним.
Говорухина улица;жилая улица;54.4116875;82.0285207;False;Говорухина улица — обычный городской топоним.
Казанцевский переулок;проезд;54.4118513;82.0390711;False;Казанцевский переулок — обычный городской топоним.
Гаражный переулок;проезд;54.4067433;82.0298405;False;Гаражный переулок — обычный городской топоним.
Черновская улица;жилая улица;55.0379379;81.9382557;False;Черновская улица — обычный городской топоним.
Высота - Томилово;грунтовая дорога;55.1947819;83.8212908;False;Высота - Томилово — обычный городской топоним.
Проходная дорога;улица;55.1971705;83.7719725;False;Проходная дорога — обычный городской топоним.
Ганин переулок;проезд;54.4135637;82.0384567;False;Ганин переулок — обычный городской топоним.
переулок №2 между улица Центральная и улица Молодежная;жилая улица;54.9434322;82.0813108;False;переулок №2 между улица Центральная и улица Молодежная — обычный городской топоним.
улица Говорухина;ул. районного значения;54.4133288;82.0365349;False;улица Говорухина — обычный городской топоним.
Суховский переулок;жилая улица;54.4084992;82.0252317;False;Суховский переулок — обычный городской топоним.
Рублёвский переулок;жилая улица;54.416843;82.0256897;False;Рублёвский переулок — обычный городской топоним.
крутой подъем;грунтовая дорога;54.258005;82.9859157;False;крутой подъем — обычный городской топоним.
сезонная дорога к пастбищу;грунтовая дорога;54.2568125;82.9992545;False;сезонная дорога к пастбищу — обычный городской топоним.
сезонная дорога;грунтовая дорога;54.1841226;82.8577027;False;сезонная дорога — обычный городской топоним.
заброшенная колея;грунтовая дорога;54.1823159;82.8479686;False;заброшенная колея — обычный городской топоним.
полями;грунтовая дорога;54.3296021;82.7674464;False;полями — обычный городской топоним.
Дорога до кладбища;жилая улица;54.277902;83.9443696;False;Дорога до кладбища — обычный городской топоним.
Подъездной путь до кладбища;жилая улица;54.3151604;83.8600748;False;Подъездной путь до кладбища — обычный городской топоним.
Байдуги улица;жилая улица;54.3723298;81.9072723;False;Байдуги улица — обычный городской топоним.
Дорога на бывшую дойку;грунтовая дорога;54.4170532;82.0082693;False;Дорога на бывшую дойку — обычный городской топоним.
улица Кооперативная;улица;54.2681898;82.5304356;False;улица Кооперативная — обычный городской топоним.
проезд с ул.Набережной на ул.Сазонова№1;жилая улица;54.6924801;82.10763;False;проезд с ул.Набережной на ул.Сазонова№1 — обычный городской топоним.
проезд с ул.набережная на ул.Сазонова №2;жилая улица;54.6917361;82.1096486;False;проезд с ул.набережная на ул.Сазонова №2 — обычный городской топоним.
проезд на кладбище пос.Степной;жилая улица;54.687411;82.1095683;False;проезд на кладбище пос.Степной — обычный городской топоним.
